,iteration,fitness,im_size
0,0,6306.4844,128
1,1,4964.2466,128
2,4,3501.7117,128
3,9,3382.8933,128
4,49,3304.9014,128
5,99,3284.873,128
6,149,3273.1033,128
7,199,3281.0955,128
8,249,3359.6975,128
9,299,3435.9973,128
10,349,3548.1523,128
11,399,3621.1133,128
12,449,3679.3535,128
13,499,3757.8252,128
14,549,3659.4324,128
15,599,3649.415,128
16,649,3639.794,128
17,699,3628.288,128
18,749,3612.7048,128
19,799,3583.5686,128
20,849,3548.6426,128
21,899,3513.0447,128
22,949,3476.3684,128
23,999,3435.7927,128
24,1049,3404.49,128
25,1099,3370.7,128
26,1149,3339.7168,128
27,1199,3308.911,128
28,1249,3281.3594,128
29,1299,3254.3848,128
30,1349,3231.4104,128
31,1399,3208.993,128
32,1449,3188.3752,128
33,1499,3166.0442,128
34,1549,3144.7952,128
35,1599,3123.1729,128
36,1649,3102.8975,128
37,1699,3080.946,128
38,1749,3059.6165,128
39,1799,3039.4492,128
40,1849,3019.3428,128
41,1899,2999.202,128
42,1949,2978.4988,128
43,1999,2958.2415,128
44,2049,2937.2754,128
45,2099,2917.4092,128
46,2149,2897.2314,128
47,2199,2877.121,128
48,2249,2857.1318,128
49,2299,2838.3389,128
50,2349,2818.921,128
51,2399,2801.015,128
52,2449,2781.3809,128
53,2499,2762.0217,128
54,2549,2742.14,128
55,2599,2722.4692,128
56,2649,2703.1313,128
57,2699,2685.4453,128
58,2749,2666.5027,128
59,2799,2647.879,128
60,2849,2628.818,128
61,2899,2610.552,128
62,2949,2592.4185,128
63,2999,2572.6306,128
64,3049,2553.8274,128
65,3099,2535.88,128
66,3149,2517.9563,128
67,3199,2500.1414,128
68,3249,2481.1396,128
69,3299,2462.8982,128
70,3349,2446.1062,128
71,3399,2428.848,128
72,3449,2411.9133,128
73,3499,2394.3232,128
74,3549,2377.3518,128
75,3599,2360.2708,128
76,3649,2343.3503,128
77,3699,2326.4746,128
78,3749,2309.8096,128
79,3799,2292.7864,128
80,3849,2276.767,128
81,3899,2260.2302,128
82,3949,2243.0742,128
83,3999,2226.9255,128
84,4049,2210.8542,128
85,4099,2194.3079,128
86,4149,2178.0632,128
87,4199,2160.9277,128
88,4249,2144.5508,128
89,4299,2129.2815,128
90,4349,2113.7537,128
91,4399,2098.2534,128
92,4449,2083.7058,128
93,4499,2068.6313,128
94,4549,2053.5728,128
95,4599,2038.5453,128
96,4649,2024.1261,128
97,4699,2009.4393,128
98,4749,1995.2003,128
99,4799,1980.8442,128
100,4849,1966.0182,128
101,4899,1950.7646,128
102,4949,1936.5109,128
103,4999,1922.0199,128
104,5049,1908.2042,128
105,5099,1894.1053,128
106,5149,1879.668,128
107,5199,1864.9307,128
108,5249,1851.915,128
109,5299,1837.7198,128
110,5349,1824.451,128
111,5399,1810.7847,128
112,5449,1796.918,128
113,5499,1782.4868,128
114,5549,1769.0402,128
115,5599,1755.956,128
116,5649,1742.9624,128
117,5699,1729.6493,128
118,5749,1715.774,128
119,5799,1702.0419,128
120,5849,1688.6371,128
121,5899,1675.6187,128
122,5949,1662.7533,128
123,5999,1650.274,128
124,6049,1637.2235,128
125,6099,1624.9805,128
126,6149,1612.653,128
127,6199,1600.1361,128
128,6249,1587.9943,128
129,6299,1575.7299,128
130,6349,1563.9188,128
131,6399,1552.6998,128
132,6449,1540.2606,128
133,6499,1527.9281,128
134,6549,1516.8519,128
135,6599,1504.9296,128
136,6649,1493.6232,128
137,6699,1481.9312,128
138,6749,1470.3119,128
139,6799,1458.2964,128
140,6849,1447.0885,128
141,6899,1435.68,128
142,6949,1424.6646,128
143,6999,1413.9813,128
144,7049,1402.7344,128
145,7099,1391.5421,128
146,7149,1380.2777,128
147,7199,1369.816,128
148,7249,1359.2378,128
149,7299,1348.4368,128
150,7349,1337.9694,128
151,7399,1327.3822,128
152,7449,1317.5527,128
153,7499,1307.9684,128
154,7549,1297.982,128
155,7599,1288.53,128
156,7649,1279.1276,128
157,7699,1269.0192,128
158,7749,1259.0487,128
159,7799,1249.294,128
160,7849,1239.71,128
161,7899,1230.1351,128
162,7949,1220.3816,128
163,7999,1211.0052,128
164,8049,1202.1112,128
165,8099,1192.0697,128
166,8149,1183.5283,128
167,8199,1174.2323,128
168,8249,1165.6158,128
169,8299,1155.8538,128
170,8349,1146.93,128
171,8399,1138.5636,128
172,8449,1129.9467,128
173,8499,1121.1382,128
174,8549,1112.0891,128
175,8599,1103.3309,128
176,8649,1094.9918,128
177,8699,1087.128,128
178,8749,1077.5286,128
179,8799,1068.4076,128
180,8849,1060.214,128
181,8899,1051.6832,128
182,8949,1043.7311,128
183,8999,1035.7335,128
184,9049,1027.2393,128
185,9099,1018.88776,128
186,9149,1010.5847,128
187,9199,1002.72656,128
188,9249,994.8798,128
189,9299,987.42584,128
190,9349,980.19775,128
191,9399,972.7769,128
192,9449,964.58734,128
193,9499,957.36224,128
194,9549,949.5881,128
195,9599,942.0828,128
196,9649,934.5308,128
197,9699,927.4378,128
198,9749,920.2901,128
199,9799,912.3681,128
200,9849,904.92303,128
201,9899,898.0327,128
202,9949,891.2163,128
203,9999,884.353,128
204,10049,877.0933,128
205,10099,870.133,128
206,10149,863.7762,128
207,10199,857.1919,128
208,10249,850.48145,128
209,10299,844.1028,128
210,10349,837.6118,128
211,10399,831.0298,128
212,10449,824.5959,128
213,10499,818.2488,128
214,10549,811.3198,128
215,10599,805.44,128
216,10649,798.633,128
217,10699,792.8024,128
218,10749,786.9343,128
219,10799,781.1653,128
220,10849,775.1629,128
221,10899,769.04785,128
222,10949,763.1058,128
223,10999,757.1763,128
224,11049,751.177,128
225,11099,745.61646,128
226,11149,739.71857,128
227,11199,734.07886,128
228,11249,727.79126,128
229,11299,722.83185,128
230,11349,717.135,128
231,11399,711.28156,128
232,11449,705.8631,128
233,11499,700.2673,128
234,11549,694.7307,128
235,11599,689.3618,128
236,11649,683.81104,128
237,11699,678.4943,128
238,11749,673.56586,128
239,11799,668.46954,128
240,11849,663.5796,128
241,11899,658.07477,128
242,11949,652.7212,128
243,11999,647.8772,128
244,12049,642.4319,128
245,12099,636.8308,128
246,12149,632.13104,128
247,12199,627.84375,128
248,12249,623.1635,128
249,12299,618.51636,128
250,12349,614.0857,128
251,12399,609.56006,128
252,12449,604.86444,128
253,12499,600.11664,128
254,12549,595.7236,128
255,12599,591.4101,128
256,12649,586.9473,128
257,12699,582.847,128
258,12749,578.4786,128
259,12799,573.612,128
260,12849,569.98724,128
261,12899,565.8713,128
262,12949,561.5389,128
263,12999,557.6081,128
264,13049,553.79315,128
265,13099,549.6284,128
266,13149,546.0549,128
267,13199,542.15137,128
268,13249,538.5182,128
269,13299,534.5757,128
270,13349,530.56555,128
271,13399,526.4809,128
272,13449,522.7754,128
273,13499,518.8356,128
274,13549,515.1391,128
275,13599,511.5173,128
276,13649,508.05118,128
277,13699,504.6267,128
278,13749,501.09995,128
279,13799,497.5861,128
280,13849,493.78775,128
281,13899,490.33655,128
282,13949,486.75888,128
283,13999,483.4042,128
284,14049,480.4099,128
285,14099,476.94434,128
286,14149,473.47836,128
287,14199,470.17203,128
288,14249,467.13223,128
289,14299,464.20468,128
290,14349,461.04855,128
291,14399,457.61807,128
292,14449,454.36276,128
293,14499,451.7557,128
294,14549,448.71838,128
295,14599,446.02344,128
296,14649,443.31885,128
297,14699,440.31567,128
298,14749,437.25528,128
299,14799,434.45972,128
300,14849,431.96402,128
301,14899,429.10098,128
302,14949,426.45816,128
303,14999,423.3785,128
304,15049,420.63046,128
305,15099,417.97412,128
306,15149,415.08487,128
307,15199,412.08713,128
308,15249,409.85718,128
309,15299,407.36462,128
310,15349,404.67392,128
311,15399,401.87607,128
312,15449,399.1522,128
313,15499,396.5984,128
314,15549,394.2643,128
315,15599,391.89432,128
316,15649,389.50723,128
317,15699,387.15308,128
318,15749,384.6898,128
319,15799,382.48825,128
320,15849,380.17432,128
321,15899,377.70605,128
322,15949,375.39258,128
323,15999,373.20834,128
324,16049,370.8638,128
325,16099,368.27356,128
326,16149,366.0577,128
327,16199,363.93262,128
328,16249,361.82858,128
329,16299,360.09146,128
330,16349,357.69278,128
331,16399,355.8109,128
332,16449,353.85925,128
333,16499,351.77994,128
334,16549,349.8562,128
335,16599,347.8641,128
336,16649,346.06918,128
337,16699,344.04453,128
338,16749,342.1393,128
339,16799,340.01486,128
340,16849,338.14908,128
341,16899,336.54974,128
342,16949,334.5179,128
343,16999,332.34702,128
344,17049,330.5618,128
345,17099,328.72708,128
346,17149,326.96497,128
347,17199,325.42294,128
348,17249,323.83676,128
349,17299,322.152,128
350,17349,320.21878,128
351,17399,318.63358,128
352,17449,317.0197,128
353,17499,315.35663,128
354,17549,313.82306,128
355,17599,311.9035,128
356,17649,310.3092,128
357,17699,308.61694,128
358,17749,306.79758,128
359,17799,305.23434,128
360,17849,303.6245,128
361,17899,302.197,128
362,17949,300.6824,128
363,17999,298.82748,128
364,18049,297.51758,128
365,18099,296.02405,128
366,18149,294.31717,128
367,18199,292.7812,128
368,18249,291.08966,128
369,18299,289.7406,128
370,18349,288.18033,128
371,18399,286.637,128
372,18449,285.1246,128
373,18499,283.79218,128
374,18549,282.44867,128
375,18599,281.10373,128
376,18649,279.86636,128
377,18699,278.62326,128
378,18749,277.4379,128
379,18799,276.06696,128
380,18849,274.75714,128
381,18899,273.36526,128
382,18949,272.1074,128
383,18999,270.7198,128
384,19049,269.3339,128
385,19099,268.1677,128
386,19149,267.12967,128
387,19199,265.94998,128
388,19249,264.80496,128
389,19299,263.48764,128
390,19349,262.37463,128
391,19399,261.16885,128
392,19449,259.93817,128
393,19499,258.95703,128
394,19549,257.72565,128
395,19599,256.52054,128
396,19649,255.35155,128
397,19699,254.35365,128
398,19749,253.26056,128
399,19799,252.06676,128
400,19849,251.00493,128
401,19899,249.96312,128
402,19949,249.17928,128
403,19999,248.23834,128
404,20049,247.27843,128
405,20099,246.03984,128
406,20149,244.91457,128
407,20199,243.92735,128
408,20249,242.90446,128
409,20299,242.04207,128
410,20349,241.13666,128
411,20399,240.18211,128
412,20449,239.30339,128
413,20499,238.22078,128
414,20549,237.4521,128
415,20599,236.47217,128
416,20649,235.74182,128
417,20699,234.76982,128
418,20749,233.79585,128
419,20799,232.86674,128
420,20849,231.95831,128
421,20899,231.17693,128
422,20949,230.26483,128
423,20999,229.38666,128
424,21049,228.66469,128
425,21099,227.62816,128
426,21149,226.93819,128
427,21199,226.14708,128
428,21249,225.30592,128
429,21299,224.54645,128
430,21349,223.66632,128
431,21399,222.84138,128
432,21449,222.08148,128
433,21499,221.23291,128
434,21549,220.41917,128
435,21599,219.61214,128
436,21649,218.92061,128
437,21699,218.1844,128
438,21749,217.35307,128
439,21799,216.43152,128
440,21849,215.72487,128
441,21899,215.1715,128
442,21949,214.52124,128
443,21999,213.76457,128
444,22049,213.07512,128
445,22099,212.29103,128
446,22149,211.50722,128
447,22199,210.84344,128
448,22249,210.09056,128
449,22299,209.37514,128
450,22349,208.74847,128
451,22399,207.90099,128
452,22449,207.43489,128
453,22499,206.89551,128
454,22549,206.08482,128
455,22599,205.40717,128
456,22649,204.65472,128
457,22699,203.99074,128
458,22749,203.38182,128
459,22799,202.67738,128
460,22849,202.13428,128
461,22899,201.59056,128
462,22949,200.94215,128
463,22999,200.44666,128
464,23049,199.8622,128
465,23099,199.33208,128
466,23149,198.6296,128
467,23199,198.08827,128
468,23249,197.42944,128
469,23299,196.92738,128
470,23349,196.19347,128
471,23399,195.7079,128
472,23449,195.14117,128
473,23499,194.59894,128
474,23549,194.07832,128
475,23599,193.52184,128
476,23649,193.00859,128
477,23699,192.4814,128
478,23749,191.8691,128
479,23799,191.39119,128
480,23849,190.83803,128
481,23899,190.2299,128
482,23949,189.79457,128
483,23999,189.20216,128
484,24049,188.7476,128
485,24099,188.2484,128
486,24149,187.68994,128
487,24199,187.10753,128
488,24249,186.55255,128
489,24299,186.05772,128
490,24349,185.44897,128
491,24399,184.89247,128
492,24449,184.41278,128
493,24499,183.95576,128
494,24549,183.5579,128
495,24599,183.08484,128
496,24649,182.64363,128
497,24699,182.13676,128
498,24749,181.64919,128
499,24799,181.20209,128
500,24849,180.73804,128
501,24899,180.35744,128
502,24949,179.84245,128
503,24999,179.47884,128
504,25049,179.05373,128
505,25099,178.46657,128
506,25149,177.9981,128
507,25199,177.50539,128
508,25249,177.06136,128
509,25299,176.78004,128
510,25349,176.39781,128
511,25399,175.95439,128
512,25449,175.51361,128
513,25499,175.18561,128
514,25549,174.82329,128
515,25599,174.4123,128
516,25649,173.85704,128
517,25699,173.48534,128
518,25749,173.15898,128
519,25799,172.641,128
520,25849,172.20886,128
521,25899,171.92812,128
522,25949,171.58984,128
523,25999,171.23082,128
524,26049,170.86768,128
525,26099,170.51178,128
526,26149,170.17393,128
527,26199,169.79723,128
528,26249,169.25922,128
529,26299,168.93922,128
530,26349,168.61504,128
531,26399,168.39647,128
532,26449,168.07086,128
533,26499,167.58958,128
534,26549,167.29582,128
535,26599,166.95393,128
536,26649,166.63959,128
537,26699,166.32335,128
538,26749,165.88603,128
539,26799,165.32628,128
540,26849,165.07324,128
541,26899,164.7398,128
542,26949,164.26976,128
543,26999,163.74916,128
544,27049,163.46533,128
545,27099,162.99425,128
546,27149,162.6665,128
547,27199,162.38713,128
548,27249,162.11528,128
549,27299,161.80316,128
550,27349,161.38756,128
551,27399,161.13454,128
552,27449,160.9009,128
553,27499,160.56133,128
554,27549,160.2855,128
555,27599,159.94556,128
556,27649,159.59966,128
557,27699,159.31743,128
558,27749,159.05315,128
559,27799,158.69862,128
560,27849,158.47807,128
561,27899,158.0284,128
562,27949,157.76007,128
563,27999,157.40968,128
564,28049,157.17998,128
565,28099,156.96869,128
566,28149,156.67033,128
567,28199,156.37958,128
568,28249,156.11867,128
569,28299,155.83516,128
570,28349,155.42061,128
571,28399,155.21393,128
572,28449,154.97449,128
573,28499,154.70764,128
574,28549,154.36792,128
575,28599,154.10138,128
576,28649,153.64839,128
577,28699,153.39075,128
578,28749,153.24538,128
579,28799,153.09932,128
580,28849,152.85796,128
581,28899,152.46259,128
582,28949,152.12512,128
583,28999,151.83386,128
584,29049,151.48381,128
585,29099,151.3253,128
586,29149,151.06966,128
587,29199,150.78212,128
588,29249,150.55743,128
589,29299,150.25542,128
590,29349,149.94179,128
591,29399,149.70854,128
592,29449,149.46553,128
593,29499,149.166,128
594,29549,148.89691,128
595,29599,148.62866,128
596,29649,148.39601,128
597,29699,148.09912,128
598,29749,147.88983,128
599,29799,147.6249,128
600,29849,147.47308,128
601,29899,147.1923,128
602,29949,146.93587,128
603,29999,146.80702,128
